Name,Profession,Location,Address,City,State,Postal_Code,Phone,Website,Email,NPI,Source
N/A,dentist,"Los Angeles, CA","355 W MANCHESTER AVE, LOS ANGELES, CA, 900033327",LOS ANGELES,CA,900033327,323-751-4100,N/A,N/A,1710023056,NPI Registry
N/A,dentist,"Los Angeles, CA","11912 VALLEY BLVD STE A, EL MONTE, CA, 917323153",EL MONTE,CA,917323153,626-444-5500,N/A,N/A,1215131164,NPI Registry
N/A,dentist,"Los Angeles, CA","5065 HOLLYWOOD BLVD STE 205, LOS ANGELES, CA, 900276122",LOS ANGELES,CA,900276122,323-666-9881,N/A,N/A,1902432933,NPI Registry
N/A,dentist,"Los Angeles, CA","2566 OVERLAND AVE, SUITE 630, LOS ANGELES, CA, 900643366",LOS ANGELES,CA,900643366,310-558-3616,N/A,N/A,1003199415,NPI Registry
N/A,dentist,"Los Angeles, CA","16111 PLUMMER ST, NORTH HILLS, CA, 913432036",NORTH HILLS,CA,913432036,818-433-8764,N/A,N/A,1245734334,NPI Registry
N/A,dentist,"Los Angeles, CA","1565 S WESTERN AVE, LOS ANGELES, CA, 900064233",LOS ANGELES,CA,900064233,323-734-8843,N/A,N/A,1609081132,NPI Registry
N/A,dentist,"Los Angeles, CA","5153 SUNSET BLVD, LOS ANGELES, CA, 90027",LOS ANGELES,CA,90027,323-665-0559,N/A,N/A,1740324854,NPI Registry
N/A,dentist,"Los Angeles, CA","279 S ATLANTIC BLVD # B, LOS ANGELES, CA, 900221734",LOS ANGELES,CA,900221734,562-646-7782,N/A,N/A,1972324218,NPI Registry
N/A,dentist,"Los Angeles, CA","1107 S ALVARADO ST, SUITE #102, LOS ANGELES, CA, 900064184",LOS ANGELES,CA,900064184,213-380-9999,N/A,N/A,1811170590,NPI Registry
N/A,dentist,"Los Angeles, CA","11645 WILSHIRE BLVD, SUITE 980, LOS ANGELES, CA, 90025",LOS ANGELES,CA,90025,310-820-0022,N/A,N/A,1689779423,NPI Registry
N/A,dentist,"Los Angeles, CA","10921 WILSHIRE BLVD, #1212, LOS ANGELES, CA, 900243906",LOS ANGELES,CA,900243906,818-730-5054,N/A,N/A,1316241367,NPI Registry
N/A,dentist,"Los Angeles, CA","3635 E 1ST ST, LOS ANGELES, CA, 900632345",LOS ANGELES,CA,900632345,323-269-7367,N/A,N/A,1376611509,NPI Registry
N/A,dentist,"Los Angeles, CA","1115 W COLORADO BLVD, LOS ANGELES, CA, 90041",LOS ANGELES,CA,90041,323-255-4600,N/A,N/A,1093857286,NPI Registry
N/A,dentist,"Los Angeles, CA","8539 W SUNSET BLVD STE 16, LOS ANGELES, CA, 90069",LOS ANGELES,CA,90069,720-375-3149,N/A,N/A,1053684431,NPI Registry
N/A,dentist,"Los Angeles, CA","11980 SAN VICENTE BLVD, LOS ANGELES, CA, 90049",LOS ANGELES,CA,90049,619-261-3933,N/A,N/A,1497209183,NPI Registry
N/A,dentist,"Los Angeles, CA","2605 BASIL LN, LOS ANGELES, CA, 900772005",LOS ANGELES,CA,900772005,310-869-5527,N/A,N/A,1306982723,NPI Registry
N/A,dentist,"Los Angeles, CA","8545 SATURN ST APT 201, LOS ANGELES, CA, 900353658",LOS ANGELES,CA,900353658,714-423-0288,N/A,N/A,1912243601,NPI Registry
N/A,dentist,"Los Angeles, CA","7125 N CHESTNUT AVE STE 107, FRESNO, CA, 937200358",FRESNO,CA,937200358,559-797-4355,N/A,N/A,1366122772,NPI Registry
N/A,dentist,"Los Angeles, CA","1053 COLORADO BLVD, SUITE A, LOS ANGELES, CA, 900412572",LOS ANGELES,CA,900412572,323-257-9361,N/A,N/A,1285731174,NPI Registry
N/A,dentist,"Los Angeles, CA","3400 S LA BREA AVE, LOS ANGELES, CA, 900165217",LOS ANGELES,CA,900165217,323-734-2284,N/A,N/A,1922125863,NPI Registry
N/A,dentist,"Los Angeles, CA","3756 SANTA ROSALIA DR, SUITE #500, LOS ANGELES, CA, 900083606",LOS ANGELES,CA,900083606,323-294-1170,N/A,N/A,1053595926,NPI Registry
N/A,dentist,"Los Angeles, CA","925 W. 34TH ST., LOS ANGELES, CA, 900890641",LOS ANGELES,CA,900890641,213-740-2805,N/A,N/A,1912235508,NPI Registry
N/A,dentist,"Los Angeles, CA","4210 EAGLE ROCK BLVD, LOS ANGELES, CA, 900654405",LOS ANGELES,CA,900654405,323-550-8341,N/A,N/A,1891082780,NPI Registry
N/A,dentist,"Los Angeles, CA","5300 SANTA MONICA BLVD STE 206, LOS ANGELES, CA, 900291258",LOS ANGELES,CA,900291258,323-798-5271,N/A,N/A,1053885020,NPI Registry
N/A,dentist,"Los Angeles, CA","815 S DETROIT ST, LOS ANGELES, CA, 900364813",LOS ANGELES,CA,900364813,626-807-3698,N/A,N/A,1801519400,NPI Registry
N/A,dentist,"Los Angeles, CA","767 N HILL ST, LOS ANGELES, CA, 900122343",LOS ANGELES,CA,900122343,213-808-1700,N/A,N/A,1760868111,NPI Registry
N/A,dentist,"Los Angeles, CA","10300 COMPTON AVE, LOS ANGELES, CA, 900023628",LOS ANGELES,CA,900023628,323-357-6600,N/A,N/A,1356447072,NPI Registry
N/A,dentist,"Los Angeles, CA","1621 COLORADO BLVD, LOS ANGELES, CA, 900411402",LOS ANGELES,CA,900411402,323-344-0448,N/A,N/A,1710184213,NPI Registry
N/A,dentist,"Los Angeles, CA","10921 WILSHIRE BLVD STE 501, LOS ANGELES, CA, 900244001",LOS ANGELES,CA,900244001,310-443-3030,N/A,N/A,1477755759,NPI Registry
N/A,dentist,"Los Angeles, CA","1429 WESTWOOD BLVD, SUITE A, LOS ANGELES, CA, 900244911",LOS ANGELES,CA,900244911,310-478-9282,N/A,N/A,1386831857,NPI Registry
N/A,dentist,"Los Angeles, CA","5828 SANTA MONICA BLVD, LOS ANGELES, CA, 900382002",LOS ANGELES,CA,900382002,323-871-9191,N/A,N/A,1528316205,NPI Registry
N/A,dentist,"Los Angeles, CA","1919 BEVERLY BLVD STE A, LOS ANGELES, CA, 900572401",LOS ANGELES,CA,900572401,213-484-2165,N/A,N/A,1720127962,NPI Registry
N/A,dentist,"Los Angeles, CA","10300 COMPTON AVE, LOS ANGELES, CA, 900023628",LOS ANGELES,CA,900023628,323-564-4331,N/A,N/A,1962190272,NPI Registry
N/A,dentist,"Los Angeles, CA","11980 SAN VICENTE BLVD STE 900, LOS ANGELES, CA, 900496607",LOS ANGELES,CA,900496607,310-979-2160,N/A,N/A,1154680296,NPI Registry
N/A,dentist,"Los Angeles, CA","11819 WILSHIRE BLVD, SUITE 208, LOS ANGELES, CA, 900256619",LOS ANGELES,CA,900256619,310-914-9246,N/A,N/A,1699889139,NPI Registry
N/A,dentist,"Los Angeles, CA","687 S VERMONT AVE, LOS ANGELES, CA, 900051349",LOS ANGELES,CA,900051349,213-381-7770,N/A,N/A,1740747880,NPI Registry
N/A,dentist,"Los Angeles, CA","3340 PROVIDENCE DR STE 552, ANCHORAGE, AK, 99508",ANCHORAGE,AK,99508,907-336-1234,N/A,N/A,1811355456,NPI Registry
N/A,dentist,"Los Angeles, CA","2528 W OLYMPIC BLVD, LOS ANGELES, CA, 900062922",LOS ANGELES,CA,900062922,213-387-2100,N/A,N/A,1386769412,NPI Registry
N/A,dentist,"Los Angeles, CA","5850 WILSHIRE BLVD, LOS ANGELES, CA, 900364522",LOS ANGELES,CA,900364522,323-932-7020,N/A,N/A,1043372824,NPI Registry
N/A,dentist,"Los Angeles, CA","866 S WESTMORELAND AVE, SUITE 102, LOS ANGELES, CA, 900051502",LOS ANGELES,CA,900051502,213-352-1366,N/A,N/A,1790995330,NPI Registry
N/A,dentist,"Los Angeles, CA","10945 SOUTH ST STE 202A, CERRITOS, CA, 907035366",CERRITOS,CA,907035366,424-256-3967,N/A,N/A,1427543800,NPI Registry
N/A,dentist,"Los Angeles, CA","5106 HOLLYWOOD BLVD STE 200, LOS ANGELES, CA, 900276135",LOS ANGELES,CA,900276135,323-667-9127,N/A,N/A,1992997928,NPI Registry
N/A,dentist,"Los Angeles, CA","3861 SEPULVEDA BLVD, CULVER CITY, CA, 902304605",CULVER CITY,CA,902304605,310-806-1327,N/A,N/A,1356939136,NPI Registry
N/A,dentist,"Los Angeles, CA","6318 PACIFIC BLVD, HUNTINGTON PARK, CA, 902554102",HUNTINGTON PARK,CA,902554102,323-588-4869,N/A,N/A,1255860722,NPI Registry
N/A,dentist,"Los Angeles, CA","1159 LOGAN ST, LOS ANGELES, CA, 90026",LOS ANGELES,CA,90026,213-483-8164,N/A,N/A,1407985112,NPI Registry
N/A,dentist,"Los Angeles, CA","4080 VIA MARISOL APT 341, LOS ANGELES, CA, 900425159",LOS ANGELES,CA,900425159,310-702-4121,N/A,N/A,1790958122,NPI Registry
N/A,dentist,"Los Angeles, CA","5602 W MANCHESTER AVE, LOS ANGELES, CA, 900454416",LOS ANGELES,CA,900454416,310-450-0300,N/A,N/A,1366114761,NPI Registry
N/A,dentist,"Los Angeles, CA","10913 VENICE BLVD, LOS ANGELES, CA, 90034",LOS ANGELES,CA,90034,310-558-8123,N/A,N/A,1841320355,NPI Registry
N/A,dentist,"Los Angeles, CA","5540 N FIGUEROA ST, LOS ANGELES, CA, 900424120",LOS ANGELES,CA,900424120,323-478-1101,N/A,N/A,1497911416,NPI Registry
N/A,dentist,"Los Angeles, CA","5540 N FIGUEROA ST, LOS ANGELES, CA, 900424120",LOS ANGELES,CA,900424120,323-478-1101,N/A,N/A,1952413148,NPI Registry
N/A,dentist,"Los Angeles, CA","3636 ROSEWOOD AVE, LOS ANGELES, CA, 90066",LOS ANGELES,CA,90066,817-966-2948,N/A,N/A,1336669381,NPI Registry
N/A,dentist,"Los Angeles, CA","2010 WILSHIRE BLVD, SUITE 602, LOS ANGELES, CA, 900573507",LOS ANGELES,CA,900573507,213-483-5160,N/A,N/A,1437374238,NPI Registry
N/A,dentist,"Los Angeles, CA","12131 NATIONAL BLVD, LOS ANGELES, CA, 900643522",LOS ANGELES,CA,900643522,310-312-5033,N/A,N/A,1255352860,NPI Registry
N/A,dentist,"Los Angeles, CA","3015 CRENSHAW BLVD, LOS ANGELES, CA, 900164264",LOS ANGELES,CA,900164264,323-731-0801,N/A,N/A,1346447018,NPI Registry
